email,title,description,url,scrape_time
showings@patryinc.com,"Tour a beautiful 2 bed, 2 bath unit at 539 Armstrong!","   539 Armstrong Road, Kingston, Ontario - Available Now!        Two bed 2 bath with balcony $1650.00   Water Included - Other Utilities Extra     Luxury market apartment rentals in Kingston's West End Offered by Patry Inc.    Photos of are fit and furnished units. Actual Unit may vary.      Features at Riverstone Apartments  High Quality Spacious Units Great location for Professionals or small families Spacious Units with Walk-In Closets Selected Suites Have Full Balconies 'En Suite &amp; On Site Laundry Facilities All Suites Are Pre-Wired For Telephone &amp; High-Speed Internet Walnut Hardwood Flooring Central Air with Air Conditioning Independent Thermostat in Each Unit STYLISH KITCHENS with Stainless Steel Appliances Contemporary Design with Open Plans for Entertaining Granite Kitchen Countertops &amp; Maple Cabinetry Stylish Granite Slab Backsplash Luxuriously Designed Bathrooms with Travertine or Granite Floors Separate Shower and Dual Vanities Environmentally Friendly Toilets Large Format Tile Showers and Soaker Tubs   PROPERTY AMENITIES New 110 Unit Apartment Building Next to the Frontenac Mall Elegant Lobby Resident Lounge Luxurious Guest Suites Built to LEED Silver Standard Roof Top Terraces with BBQs Beautiful, Fenced-in Play Area Two Storey Party Room Wheelchair Accessible Building &amp;Suites Elevator Access   For more information or a showing please contact Patry Inc. at 866-RENT-212 (866-736-8212) or email us at showings@patryinc.com""    Check us out at www.patryinc.com   ",https://www.kijiji.ca/v-apartments-condos/kingston-on/tour-a-beautiful-2-bed-2-bath-unit-at-539-armstrong/1512462905,7/16/2020 22:14
showings@patryinc.com,Luxurious 3 bedroom apartment in Kingston West End!,"   Luxurious 3 bedroom, 1 bathroom apartment in Kingston's sought after west end! $1825.00 plus heat and hydro         Luxury Kingston Rentals Offered by Patry Inc.  https://youriguide.com/539_armstrong_rd_kingston_on/      High Quality Spacious Units with walk in closet in a g  reat location for Professionals or small families.  Beautiful balconies   En Suite &amp; On Site Laundry Facilities   Pre-Wired For Telephone &amp; High-Speed Internet   Walnut Hardwood Flooring Central Air   Independent Thermostat   Stylish Kitchens with Stainless Steel Appliances   Contemporary Design with Open Plans for Entertaining   Granite Kitchen Countertops &amp; Maple Cabinetry   Luxuriously Designed Bathrooms with Travertine or Granite Floors   Environmentally Friendly Toilets and  Soaker Tubs     PROPERTY AMENITIES   New 110 Unit Apartment Building   Next to the Frontenac Mall   Elegant Lobby   Resident Lounge   Luxurious Guest Suites   Built to LEED Gold Standard   Roof Top Terraces with BBQs   Beautiful, Fenced-in Play Area   Two Storey Party Room   Wheelchair Accessible Building &amp; Suites   Elevator Access    For more information or a showing please contact Patry Inc. at 866-RENT-212 (866-736-8212) or email us at showings@patryinc.com    Check us out at www.patryinc.com   ",https://www.kijiji.ca/v-apartments-condos/kingston-on/luxurious-3-bedroom-apartment-in-kingston-west-end/1512462910,7/16/2020 22:15
Leasing@propertylinkms.com,Stunning 2 Bedroom Multi-Storey Unit Avail.  Aug 1 on Paisley St,"  This unit has been waiting for you to call it home. Completely renovated 2 bedrooms, 2 bath trendy living at its best. This unit checks off most items you could request?   * Kitchen with 4 appliances (fridge, stove, dishwasher, microwave) all stainless steel * Island in kitchen * Beautiful dining area with access to a private balcony * 2 bedrooms * 2 bathrooms with separate tub and shower in one *Loft on the third floor offers a perfect master bedroom space with a skylight, walk in closet, and ensuite bathroom * Private laundry * Basement features additional living or office space with stunning exposed brick * Air conditioning and gas heating * Two tandem parking spaces included * No pets, no smoking    211A Paisley Street is just a short walk to Guelph's downtown core. Where you can enjoy shopping, restaurants, live entertainment and nightlife.  This unit is available August 1st at an incredible $2,250 plus hydro. To arrange your personal showing contact Leasing@propertylinkms.com  visit our website www.propertylinks.com for a complete list of available units. Follow us on Facebook, Twitter&amp; Instagram!  ",https://www.kijiji.ca/v-apartments-condos/guelph/stunning-2-bedroom-multi-storey-unit-avail-aug-1-on-paisley-st/1512470718,7/16/2020 22:15
.nesbitt@rogers.com,145 Marquette ..Beechwood Area,"  Beautiful 2 bedroom family home in great neighbourhood just off Beechwood Ave. Hardwood flooring on both levels, lovely bright kitchen, doors leading to very spacious and private rear yard. Second floor, open loft/office space. Basement finished- great cozy room with electric fireplace. Available in September for 3 yrs. One dog is acceptable. To book a showing, please contact Dave Nesbitt @ 613-277-4485 or via email ….nesbitt@rogers.com  ",https://www.kijiji.ca/v-apartments-condos/ottawa/145-marquette-beechwood-area/1507864994,7/16/2020 22:15
Anooshka_kh@yahoo.com,Thornhill Detached 4 Bedroom Renovated 2 story House - For Rent,"  Royal Orchard! Between Yonge and Bayview!
Cottage Living In The City! The One You Have Been Waiting For!
Live in this spacious, detached, newly renovated, 2 story home in Woodland French Immersion school neighborhood  - Minutes to Hwy 7/407 and Go Transit
- Steps to YRT
- Close to all amenities
- Steps to Schools, Shops, shops, transit, and restaurants
- Woodland French Immersion school, Baythorn, St Robert SS &amp; Thornhill SS Zone
- 4 bedrooms on the 2nd floor (Master bedroom + 3 bedrooms)
- 2.5 bathrooms: 2 newly renovated full bathrooms (one with 2 sinks) on the 2nd floor + a powder room on the main floor
- Open Concept Kitchen with Granite Counter Top
- Main floor Family room
- New Roof and Eaves (2017), New Windows (2017), New Furnace (2017)
- Beautiful Private Backyard with Smart Pool and 2 decks. A great place for entertainment
- Stainless steel appliances
- New fridge and stove, New built-in dishwasher
- Spacious laundry room (washer/dryer) on the main floor
- Hardwood Flooring throughout
- Window coverings and Electric Light Fixtures
- Gas fire place
- A/C and smoke detectors
- Internet (common)
- 2500 Sqft
- Basement is not included (basement is a completely separate unit with separate entrance and has absolutely no access to upper levels, garage and back yard).
- Pool can remain close throughout occupancy with a safety cover on it or can be open upon tenant request (conditions will apply).
$2750/month (Common Internet included)
Tenant pays all utilities.
1 year lease, renewable.
References and letter of employment required.
For more information please call (416) 876-7711 or email at Anooshka_kh@yahoo.com  ",https://www.kijiji.ca/v-apartments-condos/markham-york-region/thornhill-detached-4-bedroom-renovated-2-story-house-for-rent/1512476476,7/16/2020 22:18
showings@patryinc.com,All Inclusive 4 Bedroom  Student Apartment,"   4 BEDROOM APARTMENT CLOSE TO CAMPUS JUST $545 PER ROOM ALL INCLUSIVE   This beautifully renovated four bedroom apartment is a must see to appreciate!  It boasts hardwood flooring, custom kitchen with stainless steel appliances including a dishwasher and a brand new bathroom with a custom slate shower. Laundry facilities on site and parking available!  Conveniently located on a bus route in downtown Kingston, walking distance to the Hub, campus, shopping and other amenties.    For more information or a showing please contact Patry Inc. at 866-RENT-212 (866-736-8212) email us at  showings@patryinc.com or check us out at www.patryinc.com   ",https://www.kijiji.ca/v-apartments-condos/kingston-on/all-inclusive-4-bedroom-student-apartment/1512476517,7/16/2020 22:19
tiffany@paramountapts.com,Beautiful 1 bedroom - Available  September 2020,"    VERY RARE OPPORTUNITY  1 bedroom FOR $1499.00 + HYDRO (HEAT AND HOT WATER INCLUDED) 2nd floor   It doesnt get any better than this! The Tiffany Apartments are your passport to the best parts of the Nations Capital. Located along the famed Rideau Canal and within the borders of Ottawas Golden Triangle, this is downtown living with all the perks!  The Tiffany Apartments has it all: affordability, convenience, and beautifully designed suites that will make you never want to leave. Only seconds away from Elgin Street and Bank Street, youll appreciate the convenience of having stylish shops, trendy restaurants, and the wonderful sights and sounds of the city at your fingertips.  Situated only seconds from Highway 417 (Metcalfe Avenue exit), and next to several convenient OC Transpo bus stops, youll be able to access any part of Ottawa within minutes. This luxury heritage apartment has some of the best views of Ottawa and the Rideau Canal from every corner of the building its picture perfect!  The Tiffany Apartments have suites designed for all types of people; bachelors, one-bedroom apartments, and two-bedroom apartments each with hardwood floors throughout. Every unit is designed to maximize space with open-concept rooms each with large, bright windows.  Only one block away is a Loblaws grocery store, an LCBO, and the Beer Store. Youll also enjoy having easy access to the citys most entertaining district with Elgin Streets pubs, restaurants, and shops.    Hardwood Floors  High Ceilings  Two Appliance Kitchens  Spacious Closets  Individual Unit Thermostats  Fob Key Entry System  On-site Laundry Facilities  Gym  Parking  Pet Friendly  Sunroom /Roof top patio  Additional Storage  Wheelchair Accessible  Video Surveillance  Quiet and well-maintained mid-rise  24-hour emergency management service &amp; on-site management  Outdoor parking is available for $130 per month    For more information and photos of the unit, please call  613-238-4244 or by email: tiffany@paramountapts.com   ",https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-1-bedroom-available-september-2020/1508839479,7/16/2020 22:20
mike@mvmanagement.ca,1250 Ouellette - 1-BD UNIT NOW AVAILABLE AT THE PARAMOUNT!!,"  The Paramount - where elegance and class meets old-world charm. This apartment boasts an open concept, modern kitchen with all newer appliances in a great location. Quiet building! Ideal for young business executives, upper year business and law students, and healthcare professionals. Professionally managed by MV Management Ltd. Contact mike@mvmanagement.ca or call 519-870-6879 for questions or to request a viewing.  ",https://www.kijiji.ca/v-apartments-condos/windsor-area-on/1250-ouellette-1-bd-unit-now-available-at-the-paramount/1512477232,7/16/2020 22:20
louisalalonde@districtrealty.com,Large 2 Bedroom - Perfect Downtown Location - August,"   The Shorncliffe at 384 MacLaren Street!   Live in style and cut down on commute times with this perfectly located downtown apartment. Great location for students attending Ottawa Unversity! Enjoy a quick 10 minute walk to campus and all downtown major attractions!   Availability    2 Bed - $1700 - August 1st move in   Parking : $200   Featuring :   24-Hour Emergency Service  Appliances Included  Coin-Op Laundry Facilities  Controlled Access  Hardwood Floors  Individual Unit Thermostats      For more information, or to book a viewing, please call Louisa at 613-594-5757 or email louisalalonde@districtrealty.com   Proudly managed by District Realty - learn more about our properties at Districtrealty.com     ",https://www.kijiji.ca/v-apartments-condos/ottawa/large-2-bedroom-perfect-downtown-location-august/1512462812,7/16/2020 22:21
Stephen.whites.email@gmail.com,Rooms for Rent near McMaster ( $500 to $575 per room ),"  Bedrooms in a shared house available ($500 to $575 per room)
-	large windows
-	Private entrance
-	Closets in most rooms
-	2 bathroom, full size tub shower
-	All new kitchen appliance 2 fridges, dishwasher, stove, microwave
-	All utilities include, including high speed internet access
-	Laundry room with full size washer dryer
-	Short walk to McMaster
-	Parking available  Please contact myself directly for scheduling viewings through Facebook, email: Stephen.whites.email@gmail.com or text 905 484 0609  ",https://www.kijiji.ca/v-apartments-condos/hamilton/rooms-for-rent-near-mcmaster-500-to-575-per-room/1512477863,7/16/2020 22:21
maples@paramountapts.com.,SEPTEMBER 2 BEDROOM FOR $1599 all included.,"    VERY SLICK &amp; SPACIOUS 2 BEDROOM APARTMENT - 7 MINUTE WALK FROM ALGONQUIN COLLEGE!  COLLEGE SQUARE! BASELINE STATION! $1599        The Maples Apartmetns is centrally located in Ottawa, just steps away from Algonquin College, Baseline Station, and College Square which features restaurants, shopping, Goodlife Ladies' Fitness Centre, Loblaws, LCBO, and more! Not to mention just minutes away from the new Wal-Mart Supercentre. Everything you need is within walking distance! We are also easily accessible to Highway 417 at the Woodroff on/off ramp.  The Maples Apartments is nestled in Ottawa's west end Nepean making easy access to the entire city! We take pride in the service, maintenance, and cleanliness of your home!   What we offer:    On-Site Management and Maintenance Staff  On-Site Laundry Facilities  Building Storage/Lockers when available  24 Hour Emergency Maintenance  Security cameras and Security Patrol  Secure Building with Keyless Entry  Outdoor Swimming Pool  Parking Available (Extra Cost)   For viewings or questions, please call us at 613-224-2219 or via email at maples@paramountapts.com.   For general inquiries about Paramount Properties and any of our Ottawa West communities, please call our rental line at 613.232.RENT (7368).  office hours:  Monday - Friday  8:30 AM TO 5:00 PM   Office located at 1720 Baseline  ",https://www.kijiji.ca/v-apartments-condos/ottawa/september-2-bedroom-for-1599-all-included/1506047442,7/16/2020 22:21
275gracerental@gmail.com,Two bedroom modern downtown apartment furnished - Sept 1,"  Come live in trendy Little Italy! You’ll be at home on Grace Street, in a very walkable neighbourhood, and only steps from great restaurants, shopping, nightlife and transit.
This open concept two bedroom basement unit is newly built and in a renovated century home, with its own separate entrance. The unit is modernly furnished, and includes:
• Modern and fully equipped chef’s kitchen with breakfast bar, top-of-the line stainless steel appliances (including dishwasher), quartz countertops, and induction glass cooktop; • Spacious living/dining area, with full dining table and living room seating, and great for entertaining; • Eight-foot ceilings throughout the apartment; • Ensuite front loading brand new washer and dryer; • Two bedrooms with built in closets and large windows; • Air conditioning and in-floor heating; • Custom built media console (with wall-mounted 45” flat screen TV) and office area; • Polished cement floors; • Modern bathroom with glass shower; • Lots of storage space, including custom cabinetry throughout; • Price includes all utilities except cable and internet; • Permit street parking available; and • Non-smoking and no pets (occupant of main house has asthma)
Occupancy September 1, 2020.
Please either reply to this posting to arrange a viewing, or send an email to: 275gracerental@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-modern-downtown-apartment-furnished-sept-1/1512478113,7/16/2020 22:22
showings@patryinc.com,All Inclusive 4 Bedroom Student Apartment!,"   Beautifully renovated 4 bedroom apartment located in downtown Kingston for just $545.00/room ALL INCLUSIVE!  This spacious apartment boasts hardwood flooring throughout, a gorgeous new custom kitchen with stainless steel appliances and a brand new bathroom with a custom slate shower. Laundry on site and parking available!  Walking distance to the Hub, Shopping, Campus and more!      For more information or a showing please contact Patry Inc. at 866-RENT-212 (866-736-8212) email us at   showings@patryinc.com or check us out at patryinc.com     Keywords: Queens, Queen's, student ghetto, students, varsity, walking distance, HUB, Metro, St. Lawrence, house, housing  ",https://www.kijiji.ca/v-apartments-condos/kingston-on/all-inclusive-4-bedroom-student-apartment/1512476516,7/16/2020 22:24
airhostmanagement@gmail.com,LANDLORDS – ARE YOU LOOKING FOR RENTERS FOR YOUR PROPERTY?,"  Look no further – We have the ANSWERS!!  We have Clients who want to rent your property at up to 50% more
rental revenue each year than you ever thought possible!!  1. Explore our dynamic &amp; flexible way to earn much more rental revenue and achieve
much more financial freedom.  2. No more ‘Trashed by Tenant’ worries for your property. **Our Clients are clean and
respectful.  3. No more ‘Where the hell is my check?’ moments. **Our Clients are verified and
pay ahead of time.  4. We solemnly pledge that your Property will always be in a fabulous ‘Showroom,
Mint, Sale-Ready’ condition at all times –with zero excuses.  5. **Our Clients will treat Your property like it is their own home.  6. Are you a practicing Slumlord? –Please, Do not apply or contact us –EVER!! Our
clients are only interested in renting good, clean &amp; ‘honest’ properties from decent
property owners.  Don’t miss out on this fantastic opportunity to maximize your full revenue potential!  WE ARE INNOVATIVE AND EXPERT AT WHAT WE DO!!  Call AL Now: 705-304-0170 or email me at airhostmanagement@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/landlords-are-you-looking-for-renters-for-your-property/1512479039,7/16/2020 22:25
rental@houseproudteam.org,Affordable DOWNTOWN WATERLOO Rooms!,"  Affordable DOWNTOWN WATERLOO off-campus student housing units.
This Property Offers:
1-4 yr leases, affordable parking spots, On site Laundry, Close to shops, restaurants, clinics, bus stops.
Recently renovated student apartment building on the corner of Spruce and Columbia Street.
Gas and water included in price, but hydro and internet are not.
This suite has 3 bedrooms available with two full bathrooms for tenant comfort. The extra-large kitchen, common area and bathrooms come with tiled floors, a dishwasher, and plenty of windows for ample natural light.
Individual applicants welcome! With bus routes right on Columbia Street, it's easy to travel to anywhere in Waterloo!
Contact us at: rental@houseproudteam.org or phone us at 226-979-5017 for more information to schedule video showing!  ",https://www.kijiji.ca/v-apartments-condos/barrie/affordable-downtown-waterloo-rooms/1496331493,7/16/2020 22:25
rentalsres@pinedaleprop.com,"1 & 2 Bedroom Suites- ABSOLUTELY GORGEOUS, MUST BE SEEN!!!","  www.carlukeapartments.com  ** Limited Summer Special – Rent now to August 1st – receive $500 gift card. (on approved application)  1 Bedroom - $1,599 2 Bedrooms - $1,819 3 Bedrooms - $2,029  14, 16 &amp; 20 Carluke Crescent  MUST SEE! Call today! 416.225.7777 or 647.333.0881  Bright and airy newly renovated suites featuring fresh paint, hardwood floors, new light fixtures, new ceramic, and spacious kitchens with new appliances.
Property Features: Ground floor Laundry room, secure building access, onsite Management office and Maintenance staff. Minutes from Highway 401 &amp; 404, Shopper's Drug Mart, Bayview Village Shopping Centre, Grocery, and Restaurants. Just steps away from elementary and middle schools, large Public Park and the TTC.
Tenant Parking &amp; Hydro extra
Won’t Last Long!
Please call or email to book a tour today!  www.carlukeapartments.com  Call: 416.225.7777 or 647.333.0881  Email: rentalsres@pinedaleprop.com
Visit our website: www.pinedaleprop.com  ** Limited Spring Special – Rent now to July 1st – receive $500 gift card. (on approved application)  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-2-bedroom-suites-absolutely-gorgeous-must-be-seen/1501857306,7/16/2020 22:25
rentals@teammarandola.com,REDUCED PRICE! Team Marandola presents... 21 Queen St. N,"   Team Marandola presents... 21 Queen St. North Thorold   Spectacular, executive living like nothing you've seen before. This 7 bedroom immaculate home located one of Thorold's premiere locales, on a direct bus to Brock minutes from Niagara College, walking distance to many amenities such as 24 hour groceries, pharmacy and banks (Pine Plaza). This incredible 7 bedroom home features luxury easy living at its best. Benefits include: 7 comfortable and generously sized bedrooms each with their own 4-piece ensuite, ample common area, large eat-in gorgeous custom kitchen, hardwood floors, italian ceramic tile, professionally painted, 50"" flat screen Smart T.V., leather couch, coffee table, dining table &amp; chairs, fridge, stove, dishwasher, microwave, washer, dryer included, nicely landscaped and fenced yard and much, much, more.  LIKE NOTHING YOU HAVE EVER SEEN BEFORE  Starting at $610.00 per room per month including all utilities. Unlimited high speed Internet included.    Available: May 1, 2020  Professional Property Management: Yes  Type: Detached 2 storey house  Bedrooms: 7  Bathrooms: 7 (ensuite)  Appliances: Fridge, Stove, Dishwasher and microwave  Central Air: Yes  HVAC Maintenance: Yes  Fire Code: Smoke and Co2 Detectors  Garage: Yes  Parking: Yes- shared driveway  Laundry: Washer and Dryer  Furniture: leather couch, kitchen table, chairs, 50"" smart TV, coffee table  Direct Bus Route to Brock: Yes    PLEASE NOTE: Requires First and Last, Easy Application.   To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327  or Email us rentals@teammarandola.com   ",https://www.kijiji.ca/v-apartments-condos/st-catharines/reduced-price-team-marandola-presents-21-queen-st-n/1505779804,7/16/2020 22:25
rentals@teammarandola.com,NEW PRICE! Team Marandola Presents..... 81 Bunting Road,"   Team Marandola Presents ... 81 Bunting Road, St. Catharines   Beautifully Renovated top to bottom!  Great location in a safe neighbourhood of St. Catharines, close to all amenities with transit. This 4-bedroom two-storey executive home features luxury easy living at its best. Benefits include 4 spacious bedrooms, 1 full bathroom and one spacious powder room, gorgeous kitchen. Brand New floors, rear patio, spacious yard, New fridge, new stove, laundry machines and much more.  $1700 per month plus All Utilities  Available: May 1, 2020   Professional Property Management: Yes  Type: Bi Level home  Bedrooms: 4  Bathrooms: 2  Appliances: Fridge, stove  Central Air: yes  HVAC Maintenance: yes  Fire Code: Smoke and CO2 detectors  Garage: No  Parking: Yes  Laundry: Washer and Dryer   PLEASE NOTE: Requires First and Last, Easy Application.  To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327  or Email us: rentals@teammarandola.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/new-price-team-marandola-presents-81-bunting-road/1505782364,7/16/2020 22:25
rentals@teammarandola.com,Executive Rental - Team Marandola Presents... 6 Conroy Crescent,"   Team Marandola presents... 6 Conroy Crescent   5 bedroom home including, appliances, on a direct bus to Brock minutes from Niagara College, close to amenities, Downtown, Pen Centre. This whole house features luxury easy living at its best. Benefits include: 5 spacious bedrooms, 2.5 bathrooms, large kitchen, huge common area, main floor laundry, patio, fenced yard, a/c, fridge, stove, dishwasher, washer, dryer and much, much more.  $2050 per month plus all utilities  Available: August 1, 2020  Bedrooms: 5  Bathrooms: 3  Appliances: Fridge, Stove, Dishwasher  Laundry:Washer, Dryer  Central Air: Yes  HVAC Maintenance: Yes  Fire Code: Smoke and CO2 Detectors  Garage: Yes  Furniture: No  Parking: Yes- driveway  PLEASE NOTE: Requires First and Last, Easy Application.   To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327 or Email us at rentals@teammarandola.com   http://www.teammarandola.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/executive-rental-team-marandola-presents-6-conroy-crescent/1505832764,7/16/2020 22:26
info@perziagroup.com,100 James St. -  One and Two Bedroom Unit Available for Rent,"  We have a one and two bedroom unit available for rent.
Unit includes:  •	Stove
•	Fridge
•	All utilities
•	Parking spot  Amenities  •	24 Hour Emergency Service
•	Walking distance to Algoma, the Gateway Casino and Station Mall
•	Secure entrance with access control
•	Monitored building surveillance cameras
•	On-site laundry
•	Bus stop across the street  Rent starts at $795 for a one bed and $895 for a two bed (all inclusive). First and last required.  Please call building management at 705.998.0035 or email info@perziagroup.com for additional information.  Images shown are of typical units.  ",https://www.kijiji.ca/v-apartments-condos/sault-ste-marie/100-james-st-one-and-two-bedroom-unit-available-for-rent/1409494610,7/16/2020 22:27
udkaruna@yahoo.com,3 BEDROOM HOUSE FOR RENT BRAMPTON (STEELES/HORONTARIO),"  STUNNING CLEAN 3 BEDROOM TOWN HOUSE, Must See - Absolutely Convenient Location; for family only please.  Available from August 15, 2020,  Major intersection: Steeles Ave W &amp; McMurchy Ave, Brampton, ON.  3 Bedrooms and 2 full washrooms, 3 Story Bright and Spacious -Large Living and Dining Room, Master Bedroom with full ensuite bathroom and walk-in closet! 1 Parking Space, basement not included.
Rent: $2200 PLUS 70% UTILITIES  Amenities: WALKING DISTANCE TO SHERIDAN COLLEGE &amp; SHOPPER'S WORLD MALL ; BUS TERMINAL
SCHOOLS, COMMUNITY CENTRE, GROCERY STORES, MINUTES TO HWY 410 &amp; 407 and Access to Brampton &amp; Mississauga BUS TRANSIT  Required: First and Last rent, Credit check, references, proof of employment, 1 Year Lease No smoking, No Pets
Call or text at 647 272 1810, Email: udkaruna@yahoo.com  ",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bedroom-house-for-rent-brampton-steeles-horontario/1512482117,7/16/2020 22:30
draper@paramountapts.com,1 BEDROOM - $1399 - ALL INCLUSIVE!! OCTOBER 1ST!,"   Greenbank Towers - Proudly managed by Paramount Properties - This suite is perfect for students/young professionals/seniors  !!  AVAILABLE OCTOBER 1ST - 1 BEDROOM ON GROUND FLOOR - $1399.00 ALL INCLUSIVE!    Serious inquiries please as these are occupied suites.   Our application process has the following basket of approval criteria - income verification, a clean credit check, landlord reference and a clean criminal background check.   Last month rent is due in full with your application by money order or interac.   Full time students will be asked to show proof of their enrollment for the following school year and be asked for a cosigner whose income and credit will be verified as part of the approval process.   All tenants must carry tenant liability insurance when renting at Paramount Properties.     Greenbank Towers is located at 2600 Draper Avenue, close to the Greenbank/Pinecrest 417 on ramp and the 88 Kanata/Hurdman bus route (this route goes through Baseline Station/Algonquin College).   All suites feature:   wall to wall carpeting  fridge and stove included  lots of in suite storage space  private balconies with glass fronts  hot water tanks in suite   All residents have access to:   an indoor pool  hot tub  saunas  24 hour card operated laundry  locker storage  bike storage  a choice of outdoor or covered parking (subject to availability)   Contact us today: 613-726-0070 or draper@paramountapts.com    PARAMOUNT PROPERTIES OPERATES IN OTTAWA'S PREMIER LOCATIONS! 613-232-RENT www.paramountapts.com  ",https://www.kijiji.ca/v-apartments-condos/ottawa/1-bedroom-1399-all-inclusive-october-1st/1512462776,7/16/2020 22:33
maha@coreud.com,TEMPLAR FLATS- Amazing two bedroom coming available,"  This beautiful fifth floor unit is coming available soon! Live in Hamilton's Downtown Core. This unit has in suite laundry, two bedrooms, a large kitchen and tons of natural light. We are proud of this space and we hope you will soon be proud to call it home. Please reach out to Maha at maha@coreud.com or give her a call at 905-515-5424 to book a socially distant tour or if you have any further questions. #DevelopDifferent  ",https://www.kijiji.ca/v-apartments-condos/hamilton/templar-flats-amazing-two-bedroom-coming-available/1512321551,7/16/2020 22:35
mississaugarentals@greenwin.ca.,Newly Renovated 2 Bedroom (Erin Mills Pkwy & Sheridan Park Dr.),"   2185 Sheridan Park Dr. &amp; 2250 Homelands Dr.   Sheridan Park Dr. &amp; Erin Mills Pkwy   Monthly rent: $2,122   Utilities: Heat and water included, hydro extra   Parking: $95 per month/indoor OR $70 per month/outdoor   To view our property from the comfort of your own home, click here for a virtual tour:https://my.matterport.com/models/muXqBa2eqvh/       Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.      Healthy Suite Program in place for an added level of protection for you and your family before you move-in!    Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace    Suite Features:    Thorough cleaning of every suite before move in  Renovated suites with contemporary white finishes or dark chocolate finishes  Kitchen stainless-steel appliances included (fridge, stove, dishwasher and microwave range hood)  Four-piece bathroom with vanity, cabinetry, counter and chrome finishes  Parquet flooring in living room and bedroom(s)  Ceramic tile in kitchen and bathroom(s)  New windows recently installed  Modern light fixtures and chrome hardware throughout  Private balcony in every suite    Property Features:     Professional Property Management trained to ensure that your home is clean and safe while confined to your suite  Enhanced cleaning procedures in high traffic areas  Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace  Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online  Pay your rent and submit maintenance requests online using myGreenwin   Professional management staff on-site  On-site laundry facility  Outdoor swimming pool  Pet friendly    Neighbourhood Features:    Sheridan Centre 1.1 KM  Metro 1.2 KM  Queen Elizabeth Parkway 2.8 KM  Costco 3.0 KM  University of Toronto Mississauga Campus 3.7 KM  HWY 403 5.7 KM  Erindale GO Station 6.3 KM     To book an appointment please call (647) 797-4949 or email mississaugarentals@greenwin.ca.   www.greenwin.ca    ",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/newly-renovated-2-bedroom-erin-mills-pkwy-sheridan-park-dr/1505829587,7/16/2020 22:39
470wellington@greenwin.ca,1 Bedroom-Newly Renovated! Pet Friendly,"   470 Wellington St. N    Wellington St. N &amp; Lancaster St. W   Monthly rent:  $1,579  Utilities:  Heat and water included, hydro extra  Parking:  $125 per month/indoor OR $85 per month/outdoor  Ask how you can receive a $750 Prepaid Visa Giftcard - Call for Details    To view our property from the comfort of your own home, use the virtual tour link here https://my.matterport.com/show/?m=yBMaotHv3Tv  Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. Please call for details.       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!    Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace    Suite Features:    Renovated suites with contemporary white finishes or dark chocolate finishes  Stainless-steel appliances included (fridge, stove, dishwasher, and microwave range hood)  Remodeled bathroom with vanity, cabinetry, counter and chrome finishes  Ceramic tile in kitchen and bathroom(s)  Modern light fixtures and chrome hardware throughout  Thorough cleaning of every suite before move-in      Property Features:    On-site laundry facility  Pet friendly  Enhanced cleaning procedures in high traffic areas  Professional property management trained to ensure that your home is a clean, and safe environment while confined to your suite  Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with property management - All accessible from your person device or online      Neighbourhood Features:    Valu-Mart 1.4 KM  Woodside National Park- 150 m  Grand River Hospital 4.1 KM  Downtown Kitchener 1.7 KM    Two ways to book an appointment:  1. Call Renee directly - (226) 499-8635 2. Email Renee directly - 470wellington@greenwin.ca  www.greenwin.ca    ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/1-bedroom-newly-renovated-pet-friendly/1505846012,7/16/2020 22:40
